Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Azenith Panlaan Sørnes	KRF	10	Female	Non	Spanish	1980	No	Akershus	0231	Skedsmo
Einar Eidsaa Edland	KRF	11	Male	Norsk		1983	No	Akershus	0231	Skedsmo
Solfrid Rygg	KRF	12	Female	Norsk		1993	No	Akershus	0231	Skedsmo
Daniel Aadahl	KRF	13	Male	Norsk		1993	No	Akershus	0231	Skedsmo
Sofie Renhilde Molvig	KRF	14	Female	Norsk		1942	No	Akershus	0231	Skedsmo
Brynjar Hasle	KRF	15	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Mona Bergsløkken	KRF	16	Female	Norsk		1966	No	Akershus	0231	Skedsmo
Rune Rimereit	KRF	17	Male	Norsk		1959	No	Akershus	0231	Skedsmo
Daniel Åmot	KRF	18	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Sissel Rygg	KRF	19	Female	Norsk		1956	No	Akershus	0231	Skedsmo
Aliakbar Ahmadi	KRF	20	Male	Non	Arabic	1944	No	Akershus	0231	Skedsmo
Dag Olav Berger	KRF	21	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Synnøve Jørgensen	KRF	22	Female	Norsk		1936	No	Akershus	0231	Skedsmo
Nils Olav Årdal	KRF	23	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Anne Kristin Jacobsen	KRF	24	Female	Norsk		1952	No	Akershus	0231	Skedsmo
Rolf Mikalsen Strøm	KRF	25	Male	Norsk		1931	No	Akershus	0231	Skedsmo
Steinar Johannes Einarsen	KRF	26	Male	Norsk		1936	No	Akershus	0231	Skedsmo
Ingunn Åmot	KRF	27	Female	Norsk		1968	No	Akershus	0231	Skedsmo
Eivind Sletten Hareide	KRF	28	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Olav August Berger	KRF	29	Male	Norsk		1936	No	Akershus	0231	Skedsmo
Kjell Asak	KRF	30	Male	Norsk		1928	No	Akershus	0231	Skedsmo
Snorre Høgberg	MDG	1	Male	Norsk		1975	No	Akershus	0231	Skedsmo
Siri Faafeng	MDG	2	Female	Norsk		1972	No	Akershus	0231	Skedsmo
Jan-Helge Veidahl	MDG	3	Male	Norsk		1977	No	Akershus	0231	Skedsmo
Hilde Walseth	MDG	4	Female	Norsk		1974	No	Akershus	0231	Skedsmo
Sverre Solberg	MDG	5	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Tim Christoffer Fremstad	MDG	6	Male	Norsk		1987	No	Akershus	0231	Skedsmo
Iwona Maria Zieba	MDG	7	Female	Non	West Slavic	1958	No	Akershus	0231	Skedsmo
Anne Lise Hogstad	PP	1	Female	Norsk		1937	No	Akershus	0231	Skedsmo
Ola Pramm	PP	2	Male	Norsk		1943	No	Akershus	0231	Skedsmo
Cecilie Berisha Haeseler	PP	3	Female	Norsk		1974	No	Akershus	0231	Skedsmo
Kirsten Hogstad	PP	4	Female	Norsk		1973	No	Akershus	0231	Skedsmo
Arne Johansen	PP	5	Male	Norsk		1932	No	Akershus	0231	Skedsmo
Knut Jostein Brodal	PP	6	Male	Norsk		1928	No	Akershus	0231	Skedsmo
Hilde M O'Rønning-Nielsen	PP	7	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Kjetil Grønvold	R	1	Male	Norsk		1954	No	Akershus	0231	Skedsmo
Anders Hamre Sveen	R	2	Male	Norsk		1983	No	Akershus	0231	Skedsmo
Petter Helstad Torp	R	3	Male	Norsk		1976	No	Akershus	0231	Skedsmo
Liv Kværnø	R	4	Female	Norsk		1947	No	Akershus	0231	Skedsmo
Frøydis Sjølyst	R	5	Female	Norsk		1951	No	Akershus	0231	Skedsmo
Gerd Torgunn Solberg	R	6	Female	Norsk		1942	No	Akershus	0231	Skedsmo
Vidar Holm	R	7	Male	Norsk		1963	No	Akershus	0231	Skedsmo
Eilif Oddmund O Henriksen	R	8	Male	Norsk		1949	No	Akershus	0231	Skedsmo
Ann-Kristin Fiskerud	SP	1	Female	Norsk		1959	Yes	Akershus	0231	Skedsmo
Jon Arild Huseby	SP	2	Male	Norsk		1956	No	Akershus	0231	Skedsmo
Hans Hilmar Bjerke	SP	3	Male	Norsk		1950	No	Akershus	0231	Skedsmo
Ingrid Bergsted Lundby	SP	4	Female	Norsk		1983	No	Akershus	0231	Skedsmo
Morten Johan Kongsrud	SP	5	Male	Norsk		1956	No	Akershus	0231	Skedsmo
Karoline T Mihle-Koller	SP	6	Female	Norsk		1982	No	Akershus	0231	Skedsmo
Hans Skarphol	SP	7	Male	Norsk		1940	No	Akershus	0231	Skedsmo
Roar Hagen	SP	8	Male	Norsk		1972	No	Akershus	0231	Skedsmo
Erling Flaa	SP	9	Male	Norsk		1953	No	Akershus	0231	Skedsmo
Marius Hinnaland Klever	SP	10	Male	Norsk		1990	No	Akershus	0231	Skedsmo
Nelly Margrete Lauten	SP	11	Female	Norsk		1937	No	Akershus	0231	Skedsmo
Georg Molvig	SP	12	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Jens Kristian Hauglid	SP	13	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Ingrid K Tjelmeland	SP	14	Female	Norsk		1938	No	Akershus	0231	Skedsmo
Erlend Trygve Grimstad	SP	15	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Lars Sigmundstad Hauge	SP	16	Male	Norsk		1936	No	Akershus	0231	Skedsmo
Per Reidar Frey	SP	17	Male	Norsk		1939	No	Akershus	0231	Skedsmo
Jon Gunnar Frøyland	SP	18	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Bård Sørum	SP	19	Male	Norsk		1932	No	Akershus	0231	Skedsmo
Kari Gudlaug Sjåberg	SP	20	Female	Norsk		1936	No	Akershus	0231	Skedsmo
Ingemund Tjelmeland	SP	21	Male	Norsk		1965	No	Akershus	0231	Skedsmo
John Ove Sandtorv	SP	22	Male	Norsk		1957	No	Akershus	0231	Skedsmo
Jens Rudolf Bøhnsdalen	SP	23	Male	Norsk		1940	No	Akershus	0231	Skedsmo
Olina Undheim	SP	24	Female	Norsk		1928	No	Akershus	0231	Skedsmo
Trygve H Berg Tollefsen	SP	25	Male	Norsk		1948	No	Akershus	0231	Skedsmo
Lars Kristian Hauglid	SP	26	Male	Norsk		1941	No	Akershus	0231	Skedsmo
Arne Sigurd Dolven	SP	27	Male	Norsk		1939	No	Akershus	0231	Skedsmo
Kåre Henry Mæland	SV	1	Male	Norsk		1947	Yes	Akershus	0231	Skedsmo
Eline Sæta Woxen	SV	2	Female	Norsk		1978	Yes	Akershus	0231	Skedsmo
Kim Andre Wiig	SV	3	Male	Norsk		1991	Yes	Akershus	0231	Skedsmo
Kari-Ann Nevjen	SV	4	Female	Norsk		1954	No	Akershus	0231	Skedsmo
Frode O Åkenes-Johnsen	SV	5	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Silje Benonisen	SV	6	Female	Norsk		1976	No	Akershus	0231	Skedsmo
Halvdan Torje Berg	SV	7	Male	Norsk		1962	No	Akershus	0231	Skedsmo
Kristine Gilleberg	SV	8	Female	Norsk		1974	No	Akershus	0231	Skedsmo
Karim Allahweysi	SV	9	Male	Norsk		1955	No	Akershus	0231	Skedsmo
Astri Marie Bakk	SV	10	Female	Norsk		1957	No	Akershus	0231	Skedsmo
Arne Michael Hagring	SV	11	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Saleha Khatoon	SV	12	Female	Non	Arabic	1950	No	Akershus	0231	Skedsmo
Haci Mehmet Oraz	SV	13	Male	Non	Turkish	1960	No	Akershus	0231	Skedsmo
Ragnhild Benneche	SV	14	Female	Norsk		1941	No	Akershus	0231	Skedsmo
Frank Erik Solli	SV	15	Male	Norsk		1950	No	Akershus	0231	Skedsmo
Mari Aanensen Rjaanes	SV	16	Female	Norsk		1966	No	Akershus	0231	Skedsmo
Trond Vatne	SV	17	Male	Norsk		1944	No	Akershus	0231	Skedsmo
Kari Lund Bråthen	SV	18	Female	Norsk		1937	No	Akershus	0231	Skedsmo
Knut Onsrud Brotnow	SV	19	Male	Norsk		1956	No	Akershus	0231	Skedsmo
Jorun Aaland	SV	20	Female	Norsk		1946	No	Akershus	0231	Skedsmo
Arill Bråthen	SV	21	Male	Norsk		1942	No	Akershus	0231	Skedsmo
Berit Synøve Vatne	SV	22	Female	Norsk		1950	No	Akershus	0231	Skedsmo
Themba Joseph Sibeko	SV	23	Male	Non	Zulu	1940	No	Akershus	0231	Skedsmo
Odd Haslestad	SV	24	Male	Norsk		1947	No	Akershus	0231	Skedsmo
Tron Arild Stenersen	SV	25	Male	Norsk		1955	No	Akershus	0231	Skedsmo
Trygve Arild Wasa	SV	26	Male	Norsk		1951	No	Akershus	0231	Skedsmo
Trond Johannes Torud	SV	27	Male	Norsk		1932	No	Akershus	0231	Skedsmo
Turid Lundschien	SV	28	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Boye Bjerkholt	V	1	Male	Norsk		1979	Yes	Akershus	0231	Skedsmo
Marius Sæther	V	2	Male	Norsk		1986	Yes	Akershus	0231	Skedsmo
Birgitta Prøis	V	3	Female	Norsk		1968	No	Akershus	0231	Skedsmo
Kathrine Mellem Evensen	V	4	Female	Norsk		1993	No	Akershus	0231	Skedsmo
Mats Olsen	V	5	Male	Norsk		1974	No	Akershus	0231	Skedsmo
Lin T Bjørnstad Ruud	V	6	Female	Norsk		1974	No	Akershus	0231	Skedsmo
Kristine Johnsgaard	V	7	Female	Norsk		1965	No	Akershus	0231	Skedsmo
Hadi Mohammed Sharaf	V	8	Male	Non	Arabic	1989	No	Akershus	0231	Skedsmo
Ellen Beate Paulshus	V	9	Female	Norsk		1952	No	Akershus	0231	Skedsmo
Åse Ertsås	V	10	Female	Norsk		1951	No	Akershus	0231	Skedsmo
Alice Margrete Ruud	V	11	Female	Norsk		1938	No	Akershus	0231	Skedsmo
Erlend Sand Bruer	V	12	Male	Norsk		1984	No	Akershus	0231	Skedsmo
Mona Ametanee Lange	V	13	Female	Norsk		1957	No	Akershus	0231	Skedsmo
Eirik Schou Teigland	V	14	Male	Norsk		1990	No	Akershus	0231	Skedsmo
Kim Jayasena Stidahl	V	15	Male	Non	Indian	1976	No	Akershus	0231	Skedsmo
Jostein Pedersen	V	16	Male	Norsk		1983	No	Akershus	0231	Skedsmo
Marilyn J Garthe Førsund	V	17	Female	Norsk		1952	No	Akershus	0231	Skedsmo
Ståle Rangnes	V	18	Male	Norsk		1967	No	Akershus	0231	Skedsmo
Tove Iren Høgseth	V	19	Female	Norsk		1956	No	Akershus	0231	Skedsmo
Cameron Douglas Hjelmstad	V	20	Male	Norsk		1987	No	Akershus	0231	Skedsmo
Inger Haugen	V	21	Female	Norsk		1955	No	Akershus	0231	Skedsmo
Per Kristian Holte	V	22	Male	Norsk		1968	No	Akershus	0231	Skedsmo
Solvor Findalen Pedersen	V	23	Female	Norsk		1979	No	Akershus	0231	Skedsmo
Thorbjørn Danbolt	V	24	Male	Norsk		1964	No	Akershus	0231	Skedsmo
Trond Kielland Haakensen	V	25	Male	Norsk		1973	No	Akershus	0231	Skedsmo
Ida Birgitte Kurland	V	26	Female	Norsk		1964	No	Akershus	0231	Skedsmo
Steinar Billehaug	V	27	Male	Norsk		1963	No	Akershus	0231	Skedsmo
Eivind Rangnes	V	28	Male	Norsk		1932	No	Akershus	0231	Skedsmo
Birgit Hemli Rimstad	V	29	Female	Norsk		1948	No	Akershus	0231	Skedsmo
Bjarne Ruud	V	30	Male	Norsk		1931	No	Akershus	0231	Skedsmo
Siv Christine B Jørstad	V	31	Female	Norsk		1980	No	Akershus	0231	Skedsmo
Ole Vidar Andreassen	V	32	Male	Norsk		1929	No	Akershus	0231	Skedsmo
Anne Line Gudbjørgsrud	V	33	Female	Norsk		1964	No	Akershus	0231	Skedsmo
Geir Knutsen	AP	1	Male	Norsk		1959	Yes	Finnmark	2028	Båtsfjord
Anne Olavson	AP	2	Female	Norsk		1966	Yes	Finnmark	2028	Båtsfjord
Alf Magne Karlsen	AP	3	Male	Norsk		1953	No	Finnmark	2028	Båtsfjord
Ann T Pedersen Salmilla	AP	4	Female	Norsk		1975	No	Finnmark	2028	Båtsfjord
Ørjan Vevle	AP	5	Male	Norsk		1947	No	Finnmark	2028	Båtsfjord
Mona Liv Wrengsted	AP	6	Female	Norsk		1945	No	Finnmark	2028	Båtsfjord
Ståle Andreas Olsen	AP	7	Male	Norsk		1985	No	Finnmark	2028	Båtsfjord
Jane-Mari Andreassen	AP	8	Female	Norsk		1973	No	Finnmark	2028	Båtsfjord
Øyvind Halvard Bolle	AP	9	Male	Norsk		1967	No	Finnmark	2028	Båtsfjord
Solveig M Zahl-Johansen	AP	10	Female	Norsk		1947	No	Finnmark	2028	Båtsfjord
Frode Sivert Grønberg	AP	11	Male	Norsk		1961	No	Finnmark	2028	Båtsfjord
Irene Nilsen	AP	12	Female	Norsk		1971	No	Finnmark	2028	Båtsfjord
Bjørn Johnny Eriksen	AP	13	Male	Norsk		1970	No	Finnmark	2028	Båtsfjord
Liv Merete Edvardsen	AP	14	Female	Norsk		1977	No	Finnmark	2028	Båtsfjord
Ingrid Sandberg	AP	15	Female	Norsk		1991	No	Finnmark	2028	Båtsfjord
Linda Merete Larsen	AP	16	Female	Norsk		1973	No	Finnmark	2028	Båtsfjord
Egil Johansen	AP	17	Male	Norsk		1959	No	Finnmark	2028	Båtsfjord
Mona Lill Jessen	AP	18	Female	Norsk		1966	No	Finnmark	2028	Båtsfjord
Einar Sørnes	AP	19	Male	Norsk		1934	No	Finnmark	2028	Båtsfjord
Aslaug Eriksen	AP	20	Female	Norsk		1942	No	Finnmark	2028	Båtsfjord
Arild Pedersen	AP	21	Male	Norsk		1951	No	Finnmark	2028	Båtsfjord
Pål Forbergskog	BÅTL	1	Male	Norsk		1965	Yes	Finnmark	2028	Båtsfjord
Hans Marius Nordberg	BÅTL	2	Male	Norsk		1980	Yes	Finnmark	2028	Båtsfjord
Finn Tore Frantzen	BÅTL	3	Male	Norsk		1970	No	Finnmark	2028	Båtsfjord
Mirian Forbergskog	BÅTL	4	Female	Norsk		1962	No	Finnmark	2028	Båtsfjord
Kurt Marcussen	BÅTL	5	Male	Norsk		1944	No	Finnmark	2028	Båtsfjord
Kristin Jakobsen Søfting	BÅTL	6	Female	Norsk		1970	No	Finnmark	2028	Båtsfjord
Ørjan Anvik	BÅTL	7	Male	Norsk		1977	No	Finnmark	2028	Båtsfjord
Trude Mortensen Mikkelsen	BÅTL	8	Female	Norsk		1978	No	Finnmark	2028	Båtsfjord
Tone Sund Wahl	BÅTL	9	Female	Norsk		1969	No	Finnmark	2028	Båtsfjord
Ståle Henning Johannessen	BÅTL	10	Male	Norsk		1967	No	Finnmark	2028	Båtsfjord
Karsten Kai Karstensen	BÅTL	11	Male	Norsk		1950	No	Finnmark	2028	Båtsfjord
Linda Nygård	BÅTL	12	Female	Norsk		1975	No	Finnmark	2028	Båtsfjord
Andor Kristiansen	BÅTL	13	Male	Norsk		1947	No	Finnmark	2028	Båtsfjord
Jorid Jakobsen	BÅTL	14	Female	Norsk		1952	No	Finnmark	2028	Båtsfjord
Stig Thomas Nystad	BÅTL	15	Male	Norsk		1980	No	Finnmark	2028	Båtsfjord
Lisa Katrin Karlsen	BÅTL	16	Female	Norsk		1988	No	Finnmark	2028	Båtsfjord
Marius Lysta Marthinussen	BÅTL	17	Male	Norsk		1985	No	Finnmark	2028	Båtsfjord
Freddy Kristiansen	BÅTL	18	Male	Norsk		1972	No	Finnmark	2028	Båtsfjord
Lisa-Kathrin Pedersen	BÅTL	19	Female	Norsk		1968	No	Finnmark	2028	Båtsfjord
Dag Magnus Anvik	BÅTL	20	Male	Norsk		1977	No	Finnmark	2028	Båtsfjord
Harald Aas	FRP	1	Male	Norsk		1937	No	Finnmark	2028	Båtsfjord
Stig R S Kiil Nergaard	FRP	2	Male	Norsk		1979	No	Finnmark	2028	Båtsfjord
Outi Marianne Mukka	FRP	3	Female	Non	Ugandian	1978	No	Finnmark	2028	Båtsfjord
Dagfinn Johansen	FRP	4	Male	Norsk		1953	No	Finnmark	2028	Båtsfjord
Asle Martin Pedersen	FRP	5	Male	Norsk		1970	No	Finnmark	2028	Båtsfjord
Tor Agnar Andersen	FRP	6	Male	Norsk		1950	No	Finnmark	2028	Båtsfjord
Anniken Johnsen	FRP	7	Female	Norsk		1987	No	Finnmark	2028	Båtsfjord
Åge Roar Hansen	FRP	8	Male	Norsk		1951	No	Finnmark	2028	Båtsfjord
Bjørn Ivan Nilsen	FRP	9	Male	Norsk		1957	No	Finnmark	2028	Båtsfjord
Natalia Matveeva Aas	FRP	10	Female	Non	East Slavic	1949	No	Finnmark	2028	Båtsfjord
Alf Edgar Hansen	FRP	11	Male	Norsk		1971	No	Finnmark	2028	Båtsfjord
Svetlana L Nilsen	FRP	12	Female	Non	East Slavic	1966	No	Finnmark	2028	Båtsfjord
Leif Egil Utne	FRP	13	Male	Norsk		1982	No	Finnmark	2028	Båtsfjord
Bjørn Inge Lund	FRP	14	Male	Norsk		1987	No	Finnmark	2028	Båtsfjord
Tamara Georgievna Tiberg	FRP	15	Female	Non	West Slavic	1956	No	Finnmark	2028	Båtsfjord
Gunn Marit Nilsen	H	1	Female	Norsk		1964	Yes	Finnmark	2028	Båtsfjord
Anne Grethe Strandheim	H	2	Female	Norsk		1971	Yes	Finnmark	2028	Båtsfjord
Stein Kollstrøm	H	3	Male	Norsk		1967	No	Finnmark	2028	Båtsfjord
Morten Andersen	H	4	Male	Norsk		1969	No	Finnmark	2028	Båtsfjord
Chris-Johnny Jørgensen	H	5	Male	Norsk		1990	No	Finnmark	2028	Båtsfjord
Malin Hansen	H	6	Female	Norsk		1970	No	Finnmark	2028	Båtsfjord
Frank Kristiansen	H	7	Male	Norsk		1977	No	Finnmark	2028	Båtsfjord
Hege Anita Nilsen	H	8	Female	Norsk		1972	No	Finnmark	2028	Båtsfjord
Ketil Pettersen	H	9	Male	Norsk		1974	No	Finnmark	2028	Båtsfjord
Helene Kvivesen Jakobsen	H	10	Female	Norsk		1984	No	Finnmark	2028	Båtsfjord
Tom Børje Eriksen	H	11	Male	Norsk		1969	No	Finnmark	2028	Båtsfjord
Inga Nikolaevna Jenssen	H	12	Female	Non	East Slavic	1971	No	Finnmark	2028	Båtsfjord
Jens-Einar Bjørkå Johnsen	H	13	Male	Norsk		1975	No	Finnmark	2028	Båtsfjord
Tor Eirik Antonsen	H	14	Male	Norsk		1971	No	Finnmark	2028	Båtsfjord
Therese Jørgensen	H	15	Female	Norsk		1971	No	Finnmark	2028	Båtsfjord
Leif Arne Wahl	H	16	Male	Norsk		1966	No	Finnmark	2028	Båtsfjord
Lingerd Hansen	H	17	Female	Norsk		1964	No	Finnmark	2028	Båtsfjord
Ronny Pedersen	H	18	Male	Norsk		1970	No	Finnmark	2028	Båtsfjord
Merete Rannveig Eriksen	H	19	Female	Norsk		1963	No	Finnmark	2028	Båtsfjord
Yvonne Thingvold	H	20	Female	Norsk		1977	No	Finnmark	2028	Båtsfjord
Kjell-Olaf Larsen	H	21	Male	Norsk		1942	No	Finnmark	2028	Båtsfjord
Cecilie Bjelland	AP	1	Female	Norsk		1967	Yes	Rogaland	1103	Stavanger
Arnt Heikki Steinbakk	AP	2	Male	Norsk		1958	Yes	Rogaland	1103	Stavanger
Hilde Karlsen	AP	3	Female	Norsk		1967	Yes	Rogaland	1103	Stavanger
Ole M Juul Slyngstadli	AP	4	Male	Norsk		1992	Yes	Rogaland	1103	Stavanger
Gulale Samiei	AP	5	Female	Non	Arabic	1967	Yes	Rogaland	1103	Stavanger
Lars Anders Myhre	AP	6	Male	Norsk		1942	Yes	Rogaland	1103	Stavanger
Kristine Gramstad	AP	7	Female	Norsk		1978	No	Rogaland	1103	Stavanger
Ståle Johan Knutsen	AP	8	Male	Norsk		1963	No	Rogaland	1103	Stavanger
Anne T Stensberg Lura	AP	9	Female	Norsk		1971	No	Rogaland	1103	Stavanger
Odd Erik Hansgaard	AP	10	Male	Norsk		1949	No	Rogaland	1103	Stavanger
Gry Hege Olsen-Hagen	AP	11	Female	Norsk		1965	No	Rogaland	1103	Stavanger
Terje Rønnevik	AP	12	Male	Norsk		1948	No	Rogaland	1103	Stavanger
Marina Davidian	AP	13	Female	Norsk		1962	No	Rogaland	1103	Stavanger
Arne Rønneberg	AP	14	Male	Norsk		1962	No	Rogaland	1103	Stavanger
Britt Brudvik	AP	15	Female	Norsk		1965	No	Rogaland	1103	Stavanger
Olav Trygveson Laake	AP	16	Male	Norsk		1934	No	Rogaland	1103	Stavanger
Karianne Rettedal	AP	17	Female	Norsk		1972	No	Rogaland	1103	Stavanger
Torgrim Åge Steinar Olsen	AP	18	Male	Norsk		1949	No	Rogaland	1103	Stavanger
Kari Nessa Nordtun	AP	19	Female	Norsk		1986	No	Rogaland	1103	Stavanger
Henning Bredal	AP	20	Male	Norsk		1959	No	Rogaland	1103	Stavanger
Ingebjørg Reigstad	AP	21	Female	Norsk		1943	No	Rogaland	1103	Stavanger
Jone Andersen	AP	22	Male	Norsk		1978	No	Rogaland	1103	Stavanger
Linn C Røhne Tønnessen	AP	23	Female	Norsk		1974	No	Rogaland	1103	Stavanger
Håkon Roalsø	AP	24	Male	Norsk		1993	No	Rogaland	1103	Stavanger
Olaug Johanne T Pedersen	AP	25	Female	Norsk		1943	No	Rogaland	1103	Stavanger
Allan Dreyer	AP	26	Male	Norsk		1955	No	Rogaland	1103	Stavanger
Rebekka Hennum	AP	27	Female	Norsk		1991	No	Rogaland	1103	Stavanger
Morten Larsen	AP	28	Male	Norsk		1966	No	Rogaland	1103	Stavanger
Vera Britt Sommer	AP	29	Female	Norsk		1978	No	Rogaland	1103	Stavanger
Amaradasa H Ranaweera	AP	30	Male	Non	Indian	1941	No	Rogaland	1103	Stavanger
Solveig Nessa	AP	31	Female	Norsk		1950	No	Rogaland	1103	Stavanger
Frede Cappelen	AP	32	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Anja Rønnevik	AP	33	Female	Norsk		1977	No	Rogaland	1103	Stavanger
Oddvar Bernt Våge	AP	34	Male	Norsk		1948	No	Rogaland	1103	Stavanger
Christian Fredrik Brynie	AP	35	Male	Norsk		1974	No	Rogaland	1103	Stavanger
Sahfana Ali Mubarak	AP	36	Female	Non	Arabic	1979	No	Rogaland	1103	Stavanger
Usman Samim Butt	AP	37	Male	Non	Arabic	1984	No	Rogaland	1103	Stavanger
Jorunn Marie Christensen	AP	38	Female	Norsk		1948	No	Rogaland	1103	Stavanger
Gry Kristel Åsen Dirdal	AP	39	Female	Norsk		1974	No	Rogaland	1103	Stavanger
Summer Ejaz	AP	40	Male	Non	Arabic	1967	No	Rogaland	1103	Stavanger
Leidulf Grude	AP	41	Male	Norsk		1971	No	Rogaland	1103	Stavanger
Abdirrashid Abdi Hassan	AP	42	Male	Non	Arabic	1982	No	Rogaland	1103	Stavanger
Beathe Signy Hebnes	AP	43	Female	Norsk		1940	No	Rogaland	1103	Stavanger
Therese Tysland Holth	AP	44	Female	Norsk		1988	No	Rogaland	1103	Stavanger
Vilde Helena Husebø	AP	45	Female	Norsk		1969	No	Rogaland	1103	Stavanger
Ayan Abdidahir M Jama	AP	46	Female	Non	Arabic	1987	No	Rogaland	1103	Stavanger
Mohamad Hagy Jaman	AP	47	Male	Non	Arabic	1955	No	Rogaland	1103	Stavanger
Audun Sten Johannessen	AP	48	Male	Norsk		1952	No	Rogaland	1103	Stavanger
Marie M Kristoffersen	AP	49	Female	Norsk		1943	No	Rogaland	1103	Stavanger
Gerd Randi Kaland	AP	50	Female	Norsk		1950	No	Rogaland	1103	Stavanger
Ole Kallelid	AP	51	Male	Norsk		1967	No	Rogaland	1103	Stavanger
Jan Erik Karlsen	AP	52	Male	Norsk		1942	No	Rogaland	1103	Stavanger
Rima Kiblawi	AP	53	Female	Non	Arabic	1986	No	Rogaland	1103	Stavanger
Jan Atle Larsen	AP	54	Male	Norsk		1956	No	Rogaland	1103	Stavanger
Kari Wenche Nordvik	AP	55	Female	Norsk		1949	No	Rogaland	1103	Stavanger
Farhia Bashir Nur	AP	56	Female	Non	Arabic	1987	No	Rogaland	1103	Stavanger
Thomas Laudal	AP	57	Male	Norsk		1962	No	Rogaland	1103	Stavanger
Levard Olsen-Hagen	AP	58	Male	Norsk		1966	No	Rogaland	1103	Stavanger
Unn Cecilie Omre	AP	59	Female	Norsk		1953	No	Rogaland	1103	Stavanger
Knut Morten Redalen	AP	60	Male	Norsk		1962	No	Rogaland	1103	Stavanger
Margrethe Beate Rosbach	AP	61	Female	Norsk		1993	No	Rogaland	1103	Stavanger
Karen Runestad	AP	62	Female	Norsk		1962	No	Rogaland	1103	Stavanger
Gerd Samuelsen	AP	63	Female	Norsk		1947	No	Rogaland	1103	Stavanger
Finn Harald Sandberg	AP	64	Male	Norsk		1949	No	Rogaland	1103	Stavanger
Ellen Tvedt Solberg	AP	65	Female	Norsk		1992	No	Rogaland	1103	Stavanger
Nicholas Neill Staurland	AP	66	Male	Norsk		1960	No	Rogaland	1103	Stavanger
Karl Jan Søyland	AP	67	Male	Norsk		1949	No	Rogaland	1103	Stavanger
Signe O Sirevaag Thorsen	AP	68	Female	Norsk		1966	No	Rogaland	1103	Stavanger
Odd Christian Tufte	AP	69	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Dagny H H Pedersen Welle	AP	70	Female	Norsk		1951	No	Rogaland	1103	Stavanger
Ivar Øiumshaugen	AP	71	Male	Norsk		1966	No	Rogaland	1103	Stavanger
Trond Gunnar Berg	DEMN	1	Male	Norsk		1977	Yes	Rogaland	1103	Stavanger
Kjell Bjoulv Steen	DEMN	2	Male	Norsk		1937	Yes	Rogaland	1103	Stavanger
Rein Foss	DEMN	3	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Jenny Elise Johnsen	DEMN	4	Female	Norsk		1940	No	Rogaland	1103	Stavanger
Jone Randa	DEMN	5	Male	Non	Arabic	1982	No	Rogaland	1103	Stavanger
Alireza Shakibaei	DEMN	6	Male	Non	Persian	1973	No	Rogaland	1103	Stavanger
Freddy Topnes	DEMN	7	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Tore Bernhard Kallevig	FRP	1	Male	Norsk		1973	Yes	Rogaland	1103	Stavanger
Sissel Marit Stenberg	FRP	2	Female	Norsk		1949	Yes	Rogaland	1103	Stavanger
Leif Arne Moi Nilsen	FRP	3	Male	Norsk		1964	No	Rogaland	1103	Stavanger
Kari Raustein	FRP	4	Female	Norsk		1965	No	Rogaland	1103	Stavanger
Atle Simonsen	FRP	5	Male	Norsk		1988	No	Rogaland	1103	Stavanger
Siv Aslaksen	FRP	6	Female	Norsk		1965	No	Rogaland	1103	Stavanger
Thomas Naustvik Hillestad	FRP	7	Male	Norsk		1980	No	Rogaland	1103	Stavanger
Turid Haaland Wiersholm	FRP	8	Female	Norsk		1953	No	Rogaland	1103	Stavanger
Helge Aasbøe	FRP	9	Male	Norsk		1958	No	Rogaland	1103	Stavanger
Kjell Marin Tjosevik	FRP	10	Male	Norsk		1937	No	Rogaland	1103	Stavanger
Bertha Kristine Veggeberg	FRP	11	Female	Norsk		1940	No	Rogaland	1103	Stavanger
Morten Larsen	FRP	12	Male	Norsk		1968	No	Rogaland	1103	Stavanger
Steinar Langholm	FRP	13	Male	Norsk		1962	No	Rogaland	1103	Stavanger
Eva Charlotte Berner	FRP	14	Female	Norsk		1993	No	Rogaland	1103	Stavanger
Thor Middelthon	FRP	15	Male	Norsk		1950	No	Rogaland	1103	Stavanger
Morten Nitter Bergeland	FRP	16	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Finn Berner	FRP	17	Male	Norsk		1944	No	Rogaland	1103	Stavanger
